"full_name","variable","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
"J.D. McKissic","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"J.D. McKissic","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"J.D. McKissic","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"J.D. McKissic","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"Jeff Janis","receiving_tar",NA,NA,0,NA,0,2,5,4,2,3,1,1,0,0,0,1,0
"Jeff Janis","receiving_rec",NA,NA,0,NA,0,2,2,4,1,0,0,1,0,0,0,1,0
"Jeff Janis","receiving_yds",NA,NA,0,NA,0,14,9,30,25,0,0,7,0,0,0,8,0
"Jeff Janis","receiving_tds",NA,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"Jeff Janis","air_yds",NA,NA,NA,NA,NA,9,19,30,71,21,39,2,NA,NA,NA,7,NA
"Jeff Janis","yac_yds",NA,NA,NA,NA,NA,5,4,0,15,0,0,5,NA,NA,NA,1,NA
"Jeff Janis","fpts_ppr",NA,NA,0,NA,0,3.4,2.9,13,3.5,0,0,1.7,1.9,7.9,0,1.8,0
"Jeremy Butler","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"Jeremy Butler","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"Jeremy Butler","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,NA,NA,NA
"Jeremy Butler","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA
"Jeremy Butler","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,6,NA,NA,NA,NA,NA
"Jeremy Butler","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA
"Jeremy Butler","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,1.6,NA,NA,NA,NA,NA
"Jeremy Kerley","receiving_tar",11,6,6,9,13,7,5,NA,6,7,6,4,2,8,8,9,8
"Jeremy Kerley","receiving_rec",7,3,2,6,8,2,2,NA,3,7,0,2,1,5,5,5,6
"Jeremy Kerley","receiving_yds",61,29,24,88,102,12,15,NA,22,71,0,24,18,50,28,62,61
"Jeremy Kerley","receiving_tds",0,0,0,1,1,0,0,NA,0,1,0,0,0,0,0,0,0
"Jeremy Kerley","air_yds",95,48,58,90,114,64,31,NA,30,70,95,49,26,53,28,76,68
"Jeremy Kerley","yac_yds",21,23,4,27,25,1,5,NA,8,1,0,2,0,36,17,25,24
"Jeremy Kerley","fpts_ppr",13.1,5.9,4.4,20.8,24.2,3.2,3.5,NA,5.2,18.1,0,4.4,2.8,10,7.8,11.2,12.1
"Jeremy Maclin","receiving_tar",7,15,7,8,NA,3,5,10,1,NA,NA,NA,NA,3,8,4,5
"Jeremy Maclin","receiving_rec",5,6,4,5,NA,3,4,3,0,NA,NA,NA,NA,1,6,3,4
"Jeremy Maclin","receiving_yds",63,68,35,78,NA,49,40,43,0,NA,NA,NA,NA,16,82,9,53
"Jeremy Maclin","receiving_tds",1,0,0,0,NA,0,0,1,0,NA,NA,NA,NA,0,0,0,0
"Jeremy Maclin","air_yds",78,179,83,75,NA,32,69,133,6,NA,NA,NA,NA,34,77,13,45
"Jeremy Maclin","yac_yds",4,12,22,13,NA,17,4,35,0,NA,NA,NA,NA,1,18,3,12
"Jeremy Maclin","fpts_ppr",17.2,12.8,7.5,12.8,NA,7.9,8,13.3,0,NA,NA,NA,NA,2.6,14.2,3.9,9.3
"Jeremy Ross","receiving_tar",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,4
"Jeremy Ross","receiving_rec",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,4
"Jeremy Ross","receiving_yds",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,37
"Jeremy Ross","receiving_tds",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1
"Jeremy Ross","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
"Jeremy Ross","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Jeremy Ross","fpts_ppr",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,13.7
"Jermaine Kearse","receiving_tar",7,6,2,3,NA,5,4,7,4,7,6,5,9,6,2,9,7
"Jermaine Kearse","receiving_rec",5,2,2,3,NA,3,3,4,2,2,2,1,5,1,0,4,2
"Jermaine Kearse","receiving_yds",57,11,11,23,NA,35,51,57,36,26,29,18,68,7,0,37,45
"Jermaine Kearse","receiving_tds",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0
"Jermaine Kearse","air_yds",53,34,-10,5,NA,81,59,85,106,73,71,74,96,98,25,86,106
"Jermaine Kearse","yac_yds",15,4,21,18,NA,6,19,8,0,14,8,0,13,0,0,8,4
"Jermaine Kearse","fpts_ppr",10.7,3.1,3.1,5.3,NA,6.5,8.1,9.7,5.6,4.6,4.9,2.8,11.8,1.7,0,13.7,6.5
"J.J. Nelson","receiving_tar",2,NA,NA,1,1,2,7,12,NA,6,5,4,2,2,11,7,12
"J.J. Nelson","receiving_rec",1,NA,NA,1,0,2,3,8,NA,2,1,2,1,1,5,3,4
"J.J. Nelson","receiving_yds",11,NA,NA,24,0,16,84,79,NA,29,0,30,42,8,38,132,75
"J.J. Nelson","receiving_tds",0,NA,NA,0,0,0,0,2,NA,0,0,0,1,1,1,1,0
"J.J. Nelson","air_yds",29,NA,NA,24,46,10,177,155,NA,148,55,61,50,24,153,148,169
"J.J. Nelson","yac_yds",1,NA,NA,0,0,6,40,7,NA,8,2,-1,0,0,19,67,25
"J.J. Nelson","fpts_ppr",2.1,NA,NA,3.4,0,5.9,11.8,27.9,NA,2.9,1,5,11.2,19.4,14.8,22.2,11.5
"John Brown","receiving_tar",4,3,11,16,4,7,NA,4,NA,4,4,2,1,0,6,2,4
"John Brown","receiving_rec",1,1,6,10,1,5,NA,4,NA,2,0,1,0,0,5,1,2
"John Brown","receiving_yds",8,14,70,144,11,54,NA,49,NA,30,0,19,0,0,81,12,25
"John Brown","receiving_tds",0,0,0,0,0,0,NA,1,NA,0,0,0,0,0,1,0,0
"John Brown","air_yds",84,64,184,173,74,75,NA,29,NA,48,51,45,7,11,99,22,51
"John Brown","yac_yds",0,0,6,41,8,0,NA,20,NA,1,0,6,0,0,16,0,1
"John Brown","fpts_ppr",1.8,2.4,13,24.4,2.1,10.4,NA,14.9,NA,6,0,2.9,0,0,19.1,2.2,4.5
"Johnny Holton","receiving_tar",0,1,0,NA,0,NA,0,0,NA,NA,NA,1,0,0,0,NA,1
"Johnny Holton","receiving_rec",0,1,0,NA,0,NA,0,0,NA,NA,NA,1,0,0,0,NA,0
"Johnny Holton","receiving_yds",0,4,0,NA,0,NA,0,0,NA,NA,NA,30,0,0,0,NA,0
"Johnny Holton","receiving_tds",0,0,0,NA,0,NA,0,0,NA,NA,NA,0,0,0,0,NA,0
"Johnny Holton","air_yds",NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,15
"Johnny Holton","yac_yds",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,0
"Johnny Holton","fpts_ppr",0,2.8,0.2,NA,0,NA,2.5,0.2,NA,NA,NA,4,0,0,0,NA,-2
"Jordan Matthews","receiving_tar",14,9,3,NA,4,7,4,14,10,10,10,4,NA,10,11,6,NA
"Jordan Matthews","receiving_rec",7,6,2,NA,4,3,3,11,6,6,5,4,NA,8,6,2,NA
"Jordan Matthews","receiving_yds",114,71,19,NA,65,75,10,65,88,73,59,47,NA,79,27,12,NA
"Jordan Matthews","receiving_tds",1,0,1,NA,0,0,0,1,0,0,0,0,NA,0,0,0,NA
"Jordan Matthews","air_yds",153,80,39,NA,52,120,24,63,148,117,69,40,NA,79,32,92,NA
"Jordan Matthews","yac_yds",28,39,8,NA,13,21,3,23,28,16,11,7,NA,21,20,4,NA
"Jordan Matthews","fpts_ppr",24.4,13.1,9.9,NA,10.5,10.5,4,23.5,14.8,13.3,10.9,8.7,NA,15.9,8.7,3.2,NA
"Jordan Norwood","receiving_tar",1,4,2,2,3,7,2,3,4,3,NA,1,1,NA,1,1,NA
"Jordan Norwood","receiving_rec",0,3,0,2,2,5,1,1,2,3,NA,0,0,NA,1,1,NA
"Jordan Norwood","receiving_yds",0,24,0,25,24,39,8,9,56,18,NA,0,0,NA,12,17,NA
"Jordan Norwood","receiving_tds",0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,0,0,NA
"Jordan Norwood","air_yds",8,23,2,15,14,55,7,21,80,13,NA,14,7,NA,10,15,NA
"Jordan Norwood","yac_yds",0,10,0,10,13,18,4,2,3,5,NA,0,0,NA,2,2,NA
"Jordan Norwood","fpts_ppr",0,5.4,0,4.5,4.4,8.9,1.8,1.9,13.6,4.8,NA,-2,0,NA,-1.8,2.7,NA
"Jordan Payton","receiving_tar",NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Payton","receiving_rec",NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Payton","receiving_yds",NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Payton","receiving_tds",NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Payton","air_yds",NA,NA,NA,NA,NA,34,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Payton","yac_yds",NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Payton","fpts_ppr",NA,NA,NA,NA,NA,0,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Taylor","receiving_tar",NA,1,NA,1,NA,3,NA,1,1,2,NA,4,NA,4,1,4,3
"Jordan Taylor","receiving_rec",NA,1,NA,1,NA,1,NA,1,1,2,NA,1,NA,3,1,1,3
"Jordan Taylor","receiving_yds",NA,20,NA,9,NA,1,NA,35,6,32,NA,6,NA,18,15,26,41
"Jordan Taylor","receiving_tds",NA,0,NA,0,NA,0,NA,0,0,1,NA,1,NA,0,0,0,0
"Jordan Taylor","air_yds",NA,16,NA,0,NA,51,NA,4,6,30,NA,27,NA,25,15,62,24
"Jordan Taylor","yac_yds",NA,4,NA,9,NA,-3,NA,31,0,2,NA,0,NA,0,0,22,17
"Jordan Taylor","fpts_ppr",NA,3,NA,1.9,NA,-0.9,NA,4.5,1.6,11.2,NA,7.6,NA,4.8,2.5,3.6,7.1
"Jordy Nelson","receiving_tar",9,11,7,NA,13,7,4,9,13,18,5,12,10,7,10,11,6
"Jordy Nelson","receiving_rec",6,5,6,NA,4,5,1,4,7,12,3,8,8,6,7,9,6
"Jordy Nelson","receiving_yds",32,73,101,NA,38,68,9,94,94,126,28,91,118,41,124,154,66
"Jordy Nelson","receiving_tds",1,1,2,NA,1,0,0,1,1,1,1,0,1,2,0,2,0
"Jordy Nelson","air_yds",47,154,71,NA,226,83,26,120,215,182,38,181,107,47,204,130,31
"Jordy Nelson","yac_yds",12,22,48,NA,14,5,0,27,36,41,2,23,22,11,9,54,35
"Jordy Nelson","fpts_ppr",15.2,18.3,28.1,NA,13.8,9.8,1.9,19.4,22.4,30.6,11.8,17.1,25.8,22.1,19.4,36.4,12.6
"Josh Bellamy","receiving_tar",NA,0,NA,NA,1,0,4,2,NA,1,2,9,6,7,3,2,1
"Josh Bellamy","receiving_rec",NA,0,NA,NA,1,0,2,1,NA,0,2,4,4,3,1,1,0
"Josh Bellamy","receiving_yds",NA,0,NA,NA,14,0,32,4,NA,0,32,41,93,45,10,11,0
"Josh Bellamy","receiving_tds",NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,1,0,0
"Josh Bellamy","air_yds",NA,NA,NA,NA,13,NA,96,18,NA,4,25,95,130,97,56,58,22
"Josh Bellamy","yac_yds",NA,NA,NA,NA,1,NA,1,1,NA,0,7,10,5,13,10,1,0
"Josh Bellamy","fpts_ppr",NA,0,NA,NA,2.4,0.7,5.2,1.4,NA,0,5.2,8.1,14.5,7.5,8,2.1,1.8
"Josh Doctson","receiving_tar",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Doctson","receiving_rec",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Doctson","receiving_yds",9,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Doctson","receiving_tds",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Doctson","air_yds",9,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Doctson","yac_yds",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Doctson","fpts_ppr",1.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Huff","receiving_tar",3,1,5,NA,3,0,4,1,NA,NA,NA,NA,NA,2,1,3,NA
"Josh Huff","receiving_rec",0,1,4,NA,3,0,4,1,NA,NA,NA,NA,NA,1,0,2,NA
"Josh Huff","receiving_yds",0,-1,20,NA,5,0,39,9,NA,NA,NA,NA,NA,17,0,24,NA
"Josh Huff","receiving_tds",0,0,0,NA,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA
"Josh Huff","air_yds",4,-1,5,NA,-7,NA,-6,-3,NA,NA,NA,NA,NA,17,21,44,NA
"Josh Huff","yac_yds",0,0,20,NA,12,NA,45,12,NA,NA,NA,NA,NA,0,0,25,NA
"Josh Huff","fpts_ppr",0,0.9,6,NA,10.5,0,13.9,1.9,NA,NA,NA,NA,NA,3.2,0,4.4,NA
"Julian Edelman","receiving_tar",7,11,6,4,10,7,10,8,NA,9,17,11,12,15,12,8,13
"Julian Edelman","receiving_rec",7,7,4,1,5,4,9,4,NA,7,8,8,8,7,6,5,8
"Julian Edelman","receiving_yds",66,76,38,16,35,30,60,37,NA,99,77,83,101,73,75,89,151
"Julian Edelman","receiving_tds",0,0,0,0,0,0,0,1,NA,0,1,0,0,0,0,0,1
"Julian Edelman","air_yds",42,65,25,71,67,25,41,108,NA,110,202,72,136,166,71,111,105
"Julian Edelman","yac_yds",24,36,25,0,15,15,27,26,NA,35,58,23,31,20,26,16,117
"Julian Edelman","fpts_ppr",15.2,14.6,9.2,2.7,8.5,7.8,13,13.7,NA,14.9,22.9,16.3,18.1,14.3,13.5,13.9,31.7
"Julio Jones","receiving_tar",8,5,7,15,6,9,15,5,11,16,NA,7,9,NA,NA,7,9
"Julio Jones","receiving_rec",4,5,1,12,2,7,9,3,8,10,NA,4,7,NA,NA,4,7
"Julio Jones","receiving_yds",66,106,16,300,29,139,174,29,111,135,NA,35,113,NA,NA,60,96
"Julio Jones","receiving_tds",1,1,0,1,0,1,0,0,1,0,NA,0,0,NA,NA,0,1
"Julio Jones","air_yds",94,78,62,253,91,169,250,49,148,234,NA,72,116,NA,NA,115,90
"Julio Jones","yac_yds",37,28,0,119,19,28,21,19,29,28,NA,7,23,NA,NA,4,34
"Julio Jones","fpts_ppr",16.6,21.6,2.6,48,4.9,26.9,26.4,5.9,25.1,23.5,NA,7.5,18.3,NA,NA,10,22.6
"Justin Hardy","receiving_tar",2,3,2,0,NA,3,2,1,NA,NA,NA,4,3,2,2,0,7
"Justin Hardy","receiving_rec",1,1,2,0,NA,3,2,1,NA,NA,NA,3,1,2,1,0,4
"Justin Hardy","receiving_yds",0,8,26,0,NA,30,6,13,NA,NA,NA,47,5,9,16,0,43
"Justin Hardy","receiving_tds",0,1,1,0,NA,0,0,0,NA,NA,NA,0,0,1,0,0,1
"Justin Hardy","air_yds",12,31,18,NA,NA,23,6,11,NA,NA,NA,53,13,7,20,NA,73
"Justin Hardy","yac_yds",1,1,8,NA,NA,7,0,2,NA,NA,NA,5,1,2,5,NA,16
"Justin Hardy","fpts_ppr",1,7.8,10.6,0,NA,6,2.6,2.3,NA,NA,NA,7.7,1.5,8.9,2.6,0,14.3
"Justin Hunter","receiving_tar",NA,NA,NA,NA,1,2,4,5,1,NA,NA,1,4,0,3,NA,2
"Justin Hunter","receiving_rec",NA,NA,NA,NA,1,1,2,1,1,NA,NA,1,1,0,1,NA,1
"Justin Hunter","receiving_yds",NA,NA,NA,NA,4,30,25,7,5,NA,NA,16,22,0,16,NA,64
"Justin Hunter","receiving_tds",NA,NA,NA,NA,1,1,0,0,1,NA,NA,1,0,0,0,NA,0
"Justin Hunter","air_yds",NA,NA,NA,NA,4,36,63,79,4,NA,NA,16,50,22,25,NA,59
"Justin Hunter","yac_yds",NA,NA,NA,NA,0,0,5,0,1,NA,NA,0,6,0,2,NA,16
"Justin Hunter","fpts_ppr",NA,NA,NA,NA,7.4,10,4.5,1.7,7.5,NA,NA,8.6,3.2,0,2.6,NA,7.4
"Kalif Raymond","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1
"Kalif Raymond","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Kalif Raymond","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Kalif Raymond","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Kalif Raymond","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33
"Kalif Raymond","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kalif Raymond","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,-2,0
"Kamar Aiken","receiving_tar",2,1,1,4,3,6,6,NA,2,4,5,2,3,4,2,2,3
"Kamar Aiken","receiving_rec",2,0,1,3,0,4,3,NA,1,2,3,2,3,1,2,0,2
"Kamar Aiken","receiving_yds",14,0,5,9,0,64,55,NA,9,15,35,30,41,10,19,0,22
"Kamar Aiken","receiving_tds",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0
"Kamar Aiken","air_yds",13,39,-1,21,37,87,89,NA,28,52,69,22,26,18,18,26,28
"Kamar Aiken","yac_yds",1,0,6,3,0,25,20,NA,5,7,12,8,15,2,1,0,1
"Kamar Aiken","fpts_ppr",3.4,0,1.5,3.9,0,10.4,8.5,NA,1.9,3.5,6.5,5,7.1,2,9.9,0,4.2
"Kasen Williams","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Kasen Williams","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Kasen Williams","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Kasen Williams","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Kasen Williams","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Kasen Williams","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Kasen Williams","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Keenan Allen","receiving_tar",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenan Allen","receiving_rec",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenan Allen","receiving_yds",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenan Allen","receiving_tds",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenan Allen","air_yds",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenan Allen","yac_yds",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenan Allen","fpts_ppr",12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keith Mumphery","receiving_tar",NA,NA,NA,0,NA,0,NA,NA,NA,NA,2,NA,0,2,2,2,4
"Keith Mumphery","receiving_rec",NA,NA,NA,0,NA,0,NA,NA,NA,NA,2,NA,0,2,1,2,3
"Keith Mumphery","receiving_yds",NA,NA,NA,0,NA,0,NA,NA,NA,NA,12,NA,0,16,11,7,23
"Keith Mumphery","receiving_tds",NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0
"Keith Mumphery","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,8,12,8,21
"Keith Mumphery","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,8,3,-1,6
"Keith Mumphery","fpts_ppr",NA,NA,NA,0,NA,0,NA,NA,NA,NA,3.2,NA,0,3.6,2.1,2.7,5.3
"Kelvin Benjamin","receiving_tar",12,9,1,7,9,14,NA,5,7,12,4,5,9,4,4,8,7
"Kelvin Benjamin","receiving_rec",6,7,0,3,5,8,NA,2,5,7,3,2,2,1,2,4,6
"Kelvin Benjamin","receiving_yds",91,108,0,39,70,86,NA,73,76,84,56,53,18,11,20,63,93
"Kelvin Benjamin","receiving_tds",1,2,0,1,0,0,NA,0,0,0,0,1,0,0,0,1,1
"Kelvin Benjamin","air_yds",107,113,14,72,86,184,NA,96,81,118,53,86,143,34,19,107,70
"Kelvin Benjamin","yac_yds",26,11,0,12,4,15,NA,36,24,28,17,2,2,3,7,18,33
"Kelvin Benjamin","fpts_ppr",21.1,29.8,0,12.9,12,16.6,NA,9.3,12.6,13.4,8.6,13.3,3.8,2.1,4,16.3,21.3
"Kendall Wright","receiving_tar",NA,NA,NA,3,1,9,4,5,5,3,6,1,NA,NA,2,4,NA
"Kendall Wright","receiving_rec",NA,NA,NA,2,1,8,2,4,2,2,4,0,NA,NA,2,2,NA
"Kendall Wright","receiving_yds",NA,NA,NA,14,9,133,12,84,64,8,52,0,NA,NA,19,21,NA
"Kendall Wright","receiving_tds",NA,NA,NA,0,0,1,0,1,0,1,0,0,NA,NA,0,0,NA
"Kendall Wright","air_yds",NA,NA,NA,39,5,126,29,75,39,3,38,45,NA,NA,13,23,NA
"Kendall Wright","yac_yds",NA,NA,NA,5,4,16,0,22,40,8,18,0,NA,NA,6,5,NA
"Kendall Wright","fpts_ppr",NA,NA,NA,3.4,1.9,27.3,3.2,19.9,8.4,8.8,9.2,0,NA,NA,3.9,4.1,NA
"Kenny Britt","receiving_tar",6,10,6,4,6,8,8,NA,6,10,7,10,6,12,8,4,NA
"Kenny Britt","receiving_rec",4,6,4,4,5,7,3,NA,4,7,5,5,2,7,4,1,NA
"Kenny Britt","receiving_yds",67,94,38,82,75,136,43,NA,49,109,43,52,67,82,50,15,NA
"Kenny Britt","receiving_tds",0,0,0,0,0,2,0,NA,1,0,0,1,1,0,0,0,NA
"Kenny Britt","air_yds",46,134,34,54,50,117,143,NA,56,132,77,113,104,94,81,32,NA
"Kenny Britt","yac_yds",34,12,7,28,41,23,15,NA,15,24,19,15,27,21,5,9,NA
"Kenny Britt","fpts_ppr",10.7,15.4,5.8,12.2,12.5,32.6,7.3,NA,14.9,17.9,9.3,16.2,14.7,15.2,9,2.5,NA
"Kenny Stills","receiving_tar",5,4,8,3,1,3,8,NA,1,3,9,6,5,7,3,8,7
"Kenny Stills","receiving_rec",1,2,5,1,0,2,5,NA,1,2,4,3,2,6,1,3,4
"Kenny Stills","receiving_yds",16,39,76,74,0,12,100,NA,11,47,33,72,21,97,52,35,41
"Kenny Stills","receiving_tds",0,1,0,1,0,0,1,NA,0,1,0,1,0,1,1,1,1
"Kenny Stills","air_yds",154,86,64,55,29,22,122,NA,7,63,76,99,48,96,79,86,74
"Kenny Stills","yac_yds",0,5,23,30,0,4,41,NA,4,0,17,25,8,12,15,1,8
"Kenny Stills","fpts_ppr",2.6,11.9,12.6,14.4,0,3.2,21,NA,2.1,12.7,7.3,16.2,4.1,21.7,12.2,12.5,14.1
"Keshawn Martin","receiving_tar",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keshawn Martin","receiving_rec",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keshawn Martin","receiving_yds",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keshawn Martin","receiving_tds",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keshawn Martin","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keshawn Martin","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keshawn Martin","fpts_ppr",NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kevin White","receiving_tar",7,6,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kevin White","receiving_rec",3,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kevin White","receiving_yds",34,36,62,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kevin White","receiving_tds",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kevin White","air_yds",89,63,174,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kevin White","yac_yds",7,11,11,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kevin White","fpts_ppr",6.4,8.5,12.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laquon Treadwell","receiving_tar",NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,2,0,NA,NA,NA
"Laquon Treadwell","receiving_rec",NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA
"Laquon Treadwell","receiving_yds",NA,NA,NA,0,NA,NA,NA,NA,15,NA,NA,NA,0,0,NA,NA,NA
"Laquon Treadwell","receiving_tds",NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA
"Laquon Treadwell","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,44,NA,NA,NA,NA
